man,manLabel
http://www.wikidata.org/entity/Q556199,Q556199
http://www.wikidata.org/entity/Q556968,Alexandre Du Sommerard
http://www.wikidata.org/entity/Q557475,Q557475
http://www.wikidata.org/entity/Q558155,Bruno Zevi
http://www.wikidata.org/entity/Q558740,Doro Levi
http://www.wikidata.org/entity/Q562042,Otto Magnus von Stackelberg
http://www.wikidata.org/entity/Q563549,Edward Lucie-Smith
http://www.wikidata.org/entity/Q565598,Armin von Gerkan
http://www.wikidata.org/entity/Q566511,Friedrich Heinrich Suso Denifle
http://www.wikidata.org/entity/Q566768,Frane Bulić
http://www.wikidata.org/entity/Q567735,Charles Robert Cockerell
http://www.wikidata.org/entity/Q568398,Q568398
http://www.wikidata.org/entity/Q568595,Jörgen Zoega
http://www.wikidata.org/entity/Q572091,Giacomo Boni
http://www.wikidata.org/entity/Q573909,Ehud Netzer
http://www.wikidata.org/entity/Q577892,Francesc Fontbona
http://www.wikidata.org/entity/Q584292,Louis Viardot
http://www.wikidata.org/entity/Q585290,Millard Meiss
http://www.wikidata.org/entity/Q585879,Alain Tasso
http://www.wikidata.org/entity/Q586026,Antoine Desgodets
http://www.wikidata.org/entity/Q586987,Antoine Seilern
http://www.wikidata.org/entity/Q587178,Tibor Gerevich
http://www.wikidata.org/entity/Q588308,Hubert Damisch
http://www.wikidata.org/entity/Q591731,Paul-Louis Roubert
http://www.wikidata.org/entity/Q591883,Anton Mayer-Pfannholz
http://www.wikidata.org/entity/Q592332,Anton Pachinger
http://www.wikidata.org/entity/Q593407,Nigel Glendinning
http://www.wikidata.org/entity/Q596216,Anton von Euw
http://www.wikidata.org/entity/Q596410,Anton von Schallhammer
http://www.wikidata.org/entity/Q597283,Herbert Percy Horne
http://www.wikidata.org/entity/Q597708,Q597708
http://www.wikidata.org/entity/Q598471,René Berger
http://www.wikidata.org/entity/Q598992,Antonin Proust
http://www.wikidata.org/entity/Q602053,Antonio Franchi
http://www.wikidata.org/entity/Q604011,Antonio Palomino
http://www.wikidata.org/entity/Q605200,Antonio Sogliano
http://www.wikidata.org/entity/Q606372,Q606372
http://www.wikidata.org/entity/Q607534,Jean-Christophe Bailly
http://www.wikidata.org/entity/Q609995,Antun Bauer
http://www.wikidata.org/entity/Q612440,Pietro Maria Bardi
http://www.wikidata.org/entity/Q616004,Gaetano Milanesi
http://www.wikidata.org/entity/Q621113,Aleksey Okladnikov
http://www.wikidata.org/entity/Q633803,Alexandre Cingria
http://www.wikidata.org/entity/Q636508,Filippo Tuena
http://www.wikidata.org/entity/Q640949,Steen Eiler Rasmussen
http://www.wikidata.org/entity/Q644910,Q644910
http://www.wikidata.org/entity/Q645609,Stanislas Lami
http://www.wikidata.org/entity/Q646032,Karl Friedrich von Rumohr
http://www.wikidata.org/entity/Q647075,Reyner Banham
http://www.wikidata.org/entity/Q649822,Quentin Bell
http://www.wikidata.org/entity/Q652083,Q652083
http://www.wikidata.org/entity/Q654628,Thomas von der Dunk
http://www.wikidata.org/entity/Q657376,Bernard Ashmole
http://www.wikidata.org/entity/Q659722,Salomon Reinach
http://www.wikidata.org/entity/Q662866,Marco Boschini
http://www.wikidata.org/entity/Q662931,Camille Mauclair
http://www.wikidata.org/entity/Q667640,Johann Caspar Füssli
http://www.wikidata.org/entity/Q672222,Michel Laclotte
http://www.wikidata.org/entity/Q676573,Q676573
http://www.wikidata.org/entity/Q678483,Ekrem Akurgal
http://www.wikidata.org/entity/Q679566,Zoltán Veress
http://www.wikidata.org/entity/Q683633,Hans Haug
http://www.wikidata.org/entity/Q683876,Carl Emil Schorske
http://www.wikidata.org/entity/Q684978,Clive Bell
http://www.wikidata.org/entity/Q685348,Waldemar Fydrych
http://www.wikidata.org/entity/Q690808,Victor Stoichita
http://www.wikidata.org/entity/Q692100,Alois Riegl
http://www.wikidata.org/entity/Q692356,Q692356
http://www.wikidata.org/entity/Q692519,Arne Karsten
http://www.wikidata.org/entity/Q693290,Luigi Pareyson
http://www.wikidata.org/entity/Q693365,Nino Basile
http://www.wikidata.org/entity/Q1954318,Aquilin Janssens de Bisthoven
http://www.wikidata.org/entity/Q1955594,Wim Pijbes
http://www.wikidata.org/entity/Q1956192,Roberto Taparelli d'Azeglio
http://www.wikidata.org/entity/Q1960518,Charles Othon Frédéric Jean-Baptiste de Clarac
http://www.wikidata.org/entity/Q1960775,Peder Hjort
http://www.wikidata.org/entity/Q1963699,Nahman Avigad
http://www.wikidata.org/entity/Q1966182,Hans Peter L'Orange
http://www.wikidata.org/entity/Q1966210,Per Jonas Nordhagen
http://www.wikidata.org/entity/Q1966468,Hjalmar Torp
http://www.wikidata.org/entity/Q1971576,Jean Soldini
http://www.wikidata.org/entity/Q1979331,Pavel Muratov
http://www.wikidata.org/entity/Q1979892,Nicolas Bourriaud
http://www.wikidata.org/entity/Q1984969,Nicholas Penny
http://www.wikidata.org/entity/Q1985476,Charles Thomas Newton
http://www.wikidata.org/entity/Q1986140,Nicola Moufang
http://www.wikidata.org/entity/Q1991232,Q1991232
http://www.wikidata.org/entity/Q1993727,Jurgis Baltrušaitis
http://www.wikidata.org/entity/Q1996758,Norbert Franken
http://www.wikidata.org/entity/Q1997034,Norbert Miller
http://www.wikidata.org/entity/Q1997302,Norbert Werner
http://www.wikidata.org/entity/Q1997314,Norbert Wolf
http://www.wikidata.org/entity/Q2016303,Diego Angulo Íñiguez
http://www.wikidata.org/entity/Q2016772,André Fontainas
http://www.wikidata.org/entity/Q2017987,Olaf Klodt
http://www.wikidata.org/entity/Q2018743,Jan Debbaut
http://www.wikidata.org/entity/Q2019868,Giulio Giglioli
http://www.wikidata.org/entity/Q2028362,David Kakabadze
http://www.wikidata.org/entity/Q2032937,Dan Stanislawski
http://www.wikidata.org/entity/Q2033601,Oskar Bätschmann
http://www.wikidata.org/entity/Q2033706,Oskar Hagen
http://www.wikidata.org/entity/Q2033895,Q2033895
http://www.wikidata.org/entity/Q2034158,William Martin Conway
http://www.wikidata.org/entity/Q2036564,Q2036564
http://www.wikidata.org/entity/Q2036773,Otfried Deubner
http://www.wikidata.org/entity/Q2037162,Alexandre Cirici i Pellicer
http://www.wikidata.org/entity/Q2038348,Otto Breicha
http://www.wikidata.org/entity/Q2038705,Otto Fischer
http://www.wikidata.org/entity/Q2039692,Otto Kümmel
http://www.wikidata.org/entity/Q2040488,Otto Schmitt
http://www.wikidata.org/entity/Q2041105,Otto Zoff
http://www.wikidata.org/entity/Q2049762,Q2049762
http://www.wikidata.org/entity/Q2051279,Charles Esche
http://www.wikidata.org/entity/Q2055709,Pasquale Rotondi
http://www.wikidata.org/entity/Q2057687,Patrick Hunt
http://www.wikidata.org/entity/Q2059853,Paul Graffunder
http://www.wikidata.org/entity/Q2060010,Paul Hartwig
http://www.wikidata.org/entity/Q2060848,Paul Laspeyres
http://www.wikidata.org/entity/Q2060908,Paul Lehfeldt
http://www.wikidata.org/entity/Q2061326,Éric de Chassey
http://www.wikidata.org/entity/Q2061404,Paul Müller-Walde
http://www.wikidata.org/entity/Q2062151,Paul Salvisberg
http://www.wikidata.org/entity/Q2062712,Paul Taylor
http://www.wikidata.org/entity/Q2062759,Paul Thiem
http://www.wikidata.org/entity/Q2062803,W. H. J. Weale
http://www.wikidata.org/entity/Q2073332,Daniel Arasse
http://www.wikidata.org/entity/Q2073454,Peter-Klaus Schuster
http://www.wikidata.org/entity/Q2073688,Peter Anselm Riedl
http://www.wikidata.org/entity/Q2073965,Peter Bloch
http://www.wikidata.org/entity/Q2074837,Peter Findeisen
http://www.wikidata.org/entity/Q2075354,Peter Gössel
http://www.wikidata.org/entity/Q2076350,Peter Knoblauch
http://www.wikidata.org/entity/Q2076413,Peter Kranz
http://www.wikidata.org/entity/Q2077015,Peter Mennicken
http://www.wikidata.org/entity/Q2077212,Peter Müller
http://www.wikidata.org/entity/Q2078300,Peter Selz
http://www.wikidata.org/entity/Q2078538,Peter Strieder
http://www.wikidata.org/entity/Q2078892,Peter Watson
http://www.wikidata.org/entity/Q2078922,Peter Weiermair
http://www.wikidata.org/entity/Q2079154,Peter Zazoff
http://www.wikidata.org/entity/Q2080729,Petros Themelis
http://www.wikidata.org/entity/Q2083451,Raymond A.G. Lemaire
http://www.wikidata.org/entity/Q2086491,Philip Ursprung
http://www.wikidata.org/entity/Q2086661,Philipp Demandt
http://www.wikidata.org/entity/Q2086727,Philipp Friedrich Gwinner
http://www.wikidata.org/entity/Q2086752,Philip Gilbert Hamerton
http://www.wikidata.org/entity/Q2087193,Philipp Schweinfurth
http://www.wikidata.org/entity/Q2087781,Philippe de Montebello
http://www.wikidata.org/entity/Q2093670,Pierre Mavrogordato
http://www.wikidata.org/entity/Q2097428,Vitalij Jakovlevič Vul'f
http://www.wikidata.org/entity/Q2107284,Sigisbert Chrétien Bosch Reitz
http://www.wikidata.org/entity/Q2110227,Hans Jaffé
http://www.wikidata.org/entity/Q2113749,Louis Vanden Berghe
http://www.wikidata.org/entity/Q2120917,Alain LeRoy Locke
http://www.wikidata.org/entity/Q2127980,Rainer Beck
http://www.wikidata.org/entity/Q2128389,Rainer Schoch
http://www.wikidata.org/entity/Q2128445,Rainer Vollkommer
http://www.wikidata.org/entity/Q2128451,Rainer Warland
http://www.wikidata.org/entity/Q2128501,Rainer Zimmermann
http://www.wikidata.org/entity/Q2129294,Ralf Krumeich
http://www.wikidata.org/entity/Q2129704,Ralph Melcher
http://www.wikidata.org/entity/Q2140205,Reimar Zeller
http://www.wikidata.org/entity/Q2140647,Reinhard Dauber
http://www.wikidata.org/entity/Q2140845,Reinhard Lullies
http://www.wikidata.org/entity/Q2140884,Reinhard Müller-Mehlis
http://www.wikidata.org/entity/Q2141020,Reinhard Senff
http://www.wikidata.org/entity/Q2141051,Reinhard Stupperich
http://www.wikidata.org/entity/Q2149383,Q2149383
http://www.wikidata.org/entity/Q2149401,Richard Engelmann
http://www.wikidata.org/entity/Q2149998,Richard Kurt Donin
http://www.wikidata.org/entity/Q2150655,Richard Steche
http://www.wikidata.org/entity/Q8005240,Q8005240
http://www.wikidata.org/entity/Q8007209,William Cowper Prime
http://www.wikidata.org/entity/Q8009728,William Gaunt
http://www.wikidata.org/entity/Q8009777,William George Constable
http://www.wikidata.org/entity/Q8012010,William Henry Goodyear
http://www.wikidata.org/entity/Q8013125,"William Ivins, Jr."
http://www.wikidata.org/entity/Q8013756,William Jordy
http://www.wikidata.org/entity/Q8015775,William Moore
http://www.wikidata.org/entity/Q8016897,"William Pierson, Jr."
http://www.wikidata.org/entity/Q8019694,Q8019694
http://www.wikidata.org/entity/Q8020080,William Watson
http://www.wikidata.org/entity/Q8020693,Q8020693
http://www.wikidata.org/entity/Q8022545,Willy Eisenhart
http://www.wikidata.org/entity/Q8025941,Winslow Ames
http://www.wikidata.org/entity/Q8038979,Q8038979
http://www.wikidata.org/entity/Q8039940,Wylie Sypher
http://www.wikidata.org/entity/Q8041259,Władysław Witwicki
http://www.wikidata.org/entity/Q8044384,Q8044384
http://www.wikidata.org/entity/Q8055049,Q8055049
http://www.wikidata.org/entity/Q8067998,Q8067998
http://www.wikidata.org/entity/Q8068129,Q8068129
http://www.wikidata.org/entity/Q8201162,Q8201162
http://www.wikidata.org/entity/Q8209281,Aureliano de Beruete y Moret
http://www.wikidata.org/entity/Q8283351,José Gudiol
http://www.wikidata.org/entity/Q8318774,Jean Locquin
http://www.wikidata.org/entity/Q8320043,Émile Dacier
http://www.wikidata.org/entity/Q8530167,Poul Vad
http://www.wikidata.org/entity/Q8774935,Eliseu Trenc i Ballester
http://www.wikidata.org/entity/Q8860334,Q8860334
http://www.wikidata.org/entity/Q8863054,Q8863054
http://www.wikidata.org/entity/Q8863526,Q8863526
http://www.wikidata.org/entity/Q8863537,Q8863537
http://www.wikidata.org/entity/Q8865171,Q8865171
http://www.wikidata.org/entity/Q8865372,Witold Szolginia
http://www.wikidata.org/entity/Q8961168,Feliu Elias
http://www.wikidata.org/entity/Q8961281,Fernando Checa Cremades
http://www.wikidata.org/entity/Q9009485,Isidro Bango Torviso
http://www.wikidata.org/entity/Q9011666,Q9011666
http://www.wikidata.org/entity/Q9012907,Q9012907
http://www.wikidata.org/entity/Q9014309,José Martí y Monsó
http://www.wikidata.org/entity/Q9032901,Miguel Zugaza Miranda
http://www.wikidata.org/entity/Q9048713,Narciso Sentenach y Cabañas
http://www.wikidata.org/entity/Q9059559,Pierre Gassier
http://www.wikidata.org/entity/Q9073046,Q9073046
http://www.wikidata.org/entity/Q9093309,Vicente Lampérez y Romea
http://www.wikidata.org/entity/Q9096535,Xavier Barral i Altet
http://www.wikidata.org/entity/Q9098282,Q9098282
http://www.wikidata.org/entity/Q9098397,Ángel del Castillo López
http://www.wikidata.org/entity/Q9139351,Q9139351
http://www.wikidata.org/entity/Q9139465,Adam Czartkowski
http://www.wikidata.org/entity/Q9140000,Adam Małkiewicz
http://www.wikidata.org/entity/Q9145238,Q9145238
http://www.wikidata.org/entity/Q9145252,Q9145252
http://www.wikidata.org/entity/Q9145497,Aleksander Jackowski
http://www.wikidata.org/entity/Q9146144,Q9146144
http://www.wikidata.org/entity/Q9147738,Alfred Lauterbach
http://www.wikidata.org/entity/Q9148903,Q9148903
http://www.wikidata.org/entity/Q9150623,Anatol Gupieniec
http://www.wikidata.org/entity/Q9151495,Andrzej Banach
http://www.wikidata.org/entity/Q9151542,Q9151542
http://www.wikidata.org/entity/Q9152142,Q9152142
http://www.wikidata.org/entity/Q9152538,Andrzej Kossakowski
http://www.wikidata.org/entity/Q9152636,Q9152636
http://www.wikidata.org/entity/Q9153132,Q9153132
http://www.wikidata.org/entity/Q9153636,Q9153636
http://www.wikidata.org/entity/Q9153706,Andrzej Szczerski
http://www.wikidata.org/entity/Q9153821,Andrezj Turowski
http://www.wikidata.org/entity/Q9153897,Q9153897
http://www.wikidata.org/entity/Q9153954,Q9153954
http://www.wikidata.org/entity/Q9157042,Q9157042
http://www.wikidata.org/entity/Q9157596,Antoni Wieczorkiewicz
http://www.wikidata.org/entity/Q9160755,Artur Schroeder
http://www.wikidata.org/entity/Q9169450,Bernhard Schmid
http://www.wikidata.org/entity/Q9175734,Q9175734
http://www.wikidata.org/entity/Q9176125,Q9176125
http://www.wikidata.org/entity/Q9176645,Bolesław Dzierwa
http://www.wikidata.org/entity/Q9176895,Bolesław Przybyszewski
http://www.wikidata.org/entity/Q9198389,Q9198389
http://www.wikidata.org/entity/Q9199114,Q9199114
http://www.wikidata.org/entity/Q9209783,Q9209783
http://www.wikidata.org/entity/Q9253369,Q9253369
http://www.wikidata.org/entity/Q9254840,Erwin Hintze
http://www.wikidata.org/entity/Q9258989,Q9258989
http://www.wikidata.org/entity/Q9260996,Q9260996
http://www.wikidata.org/entity/Q9262053,France Stele
http://www.wikidata.org/entity/Q9262623,Q9262623
http://www.wikidata.org/entity/Q9262971,Q9262971
http://www.wikidata.org/entity/Q9281811,Q9281811
http://www.wikidata.org/entity/Q9283183,Q9283183
http://www.wikidata.org/entity/Q9286185,Hans Lutsch
http://www.wikidata.org/entity/Q9288127,Q9288127
http://www.wikidata.org/entity/Q9302915,Rafał Glücksman
http://www.wikidata.org/entity/Q9324965,Q9324965
http://www.wikidata.org/entity/Q9325061,Q9325061
http://www.wikidata.org/entity/Q9335440,Serge Goyens de Heusch
http://www.wikidata.org/entity/Q9341713,Stanisław Cercha
http://www.wikidata.org/entity/Q9342023,Stanisław Gąsiorowski
http://www.wikidata.org/entity/Q9342257,Q9342257
http://www.wikidata.org/entity/Q9342445,Q9342445
http://www.wikidata.org/entity/Q9342617,Stanisław Mossakowski
http://www.wikidata.org/entity/Q4261327,Q4261327
http://www.wikidata.org/entity/Q4262008,"Alexander William Crawford Lindsay, 25th Earl of Crawford and Balcarres"
http://www.wikidata.org/entity/Q4263572,Q4263572
http://www.wikidata.org/entity/Q4264158,Q4264158
http://www.wikidata.org/entity/Q4264581,Q4264581
http://www.wikidata.org/entity/Q4269095,G. K. Lukomskii
http://www.wikidata.org/entity/Q4269106,Q4269106
http://www.wikidata.org/entity/Q4272803,Q4272803
http://www.wikidata.org/entity/Q4276233,Q4276233
http://www.wikidata.org/entity/Q4277798,Q4277798
http://www.wikidata.org/entity/Q4289084,Q4289084
http://www.wikidata.org/entity/Q4296038,Q4296038
http://www.wikidata.org/entity/Q4296848,Dmitry Mitrokhin
http://www.wikidata.org/entity/Q4297717,Q4297717
http://www.wikidata.org/entity/Q4299056,Q4299056
http://www.wikidata.org/entity/Q4303218,Arthur Morrison
http://www.wikidata.org/entity/Q4305186,Q4305186
http://www.wikidata.org/entity/Q4310001,Hans Müller
http://www.wikidata.org/entity/Q4310004,Hermann Alexander Müller
http://www.wikidata.org/entity/Q4310278,Q4310278
http://www.wikidata.org/entity/Q4316567,Q4316567
http://www.wikidata.org/entity/Q4321216,Q4321216
http://www.wikidata.org/entity/Q4330065,Q4330065
http://www.wikidata.org/entity/Q4336409,Q4336409
http://www.wikidata.org/entity/Q4344656,Vladimir Papernyĭ
http://www.wikidata.org/entity/Q4346352,Q4346352
http://www.wikidata.org/entity/Q4347461,Q4347461
http://www.wikidata.org/entity/Q4350667,Q4350667
http://www.wikidata.org/entity/Q4351727,John Perreault
http://www.wikidata.org/entity/Q4353938,Q4353938
http://www.wikidata.org/entity/Q4355207,Q4355207
http://www.wikidata.org/entity/Q4363055,Q4363055
http://www.wikidata.org/entity/Q4365857,Q4365857
http://www.wikidata.org/entity/Q4376494,Q4376494
http://www.wikidata.org/entity/Q4379671,Q4379671
http://www.wikidata.org/entity/Q4382041,Wolfgang Prohaska
http://www.wikidata.org/entity/Q4384684,Q4384684
http://www.wikidata.org/entity/Q4388615,Q4388615
http://www.wikidata.org/entity/Q4390059,Q4390059
http://www.wikidata.org/entity/Q4391675,Q4391675
http://www.wikidata.org/entity/Q4393190,Q4393190
http://www.wikidata.org/entity/Q4394645,Q4394645
http://www.wikidata.org/entity/Q4395675,Alfred Rohde
http://www.wikidata.org/entity/Q4396614,Giovanni Rosini
http://www.wikidata.org/entity/Q4408234,Q4408234
http://www.wikidata.org/entity/Q4408238,Q4408238
http://www.wikidata.org/entity/Q4409131,Q4409131
http://www.wikidata.org/entity/Q4410030,Q4410030
http://www.wikidata.org/entity/Q4412643,Q4412643
http://www.wikidata.org/entity/Q4415832,Q4415832
http://www.wikidata.org/entity/Q4417298,Nikolaj Nikolaevič Serebrennikov
http://www.wikidata.org/entity/Q4424785,Q4424785
http://www.wikidata.org/entity/Q4424913,Wincenty Smokowski
http://www.wikidata.org/entity/Q4425787,Nikolaj Petrovič Sobko
http://www.wikidata.org/entity/Q4427453,Q4427453
http://www.wikidata.org/entity/Q4428273,Q4428273
http://www.wikidata.org/entity/Q4428701,Q4428701
http://www.wikidata.org/entity/Q4440831,Q4440831
http://www.wikidata.org/entity/Q4443009,Q4443009
http://www.wikidata.org/entity/Q4444276,Q4444276
http://www.wikidata.org/entity/Q4448314,Q4448314
http://www.wikidata.org/entity/Q4459458,Q4459458
http://www.wikidata.org/entity/Q4459928,Q4459928
http://www.wikidata.org/entity/Q4459937,Q4459937
http://www.wikidata.org/entity/Q4463673,Sergej Nikolaevič Trojnickij
http://www.wikidata.org/entity/Q4464075,Q4464075
http://www.wikidata.org/entity/Q4464890,Q4464890
http://www.wikidata.org/entity/Q4466501,Q4466501
http://www.wikidata.org/entity/Q4475292,Q4475292
http://www.wikidata.org/entity/Q4480420,Luigi Fagan
http://www.wikidata.org/entity/Q4481261,Boris Farmakovsky
http://www.wikidata.org/entity/Q4482403,Q4482403
http://www.wikidata.org/entity/Q4491277,Q4491277
http://www.wikidata.org/entity/Q4494036,Q4494036
http://www.wikidata.org/entity/Q4494206,Q4494206
http://www.wikidata.org/entity/Q4494409,Georg Habich
http://www.wikidata.org/entity/Q4496736,Q4496736
http://www.wikidata.org/entity/Q4499532,Q4499532
http://www.wikidata.org/entity/Q4503097,Q4503097
http://www.wikidata.org/entity/Q4503684,Stephen Bann
http://www.wikidata.org/entity/Q4506009,Q4506009
http://www.wikidata.org/entity/Q4508239,Q4508239
http://www.wikidata.org/entity/Q4521120,Emerich Schaffran
http://www.wikidata.org/entity/Q4523295,Q4523295
http://www.wikidata.org/entity/Q4523845,Q4523845
http://www.wikidata.org/entity/Q4526026,Q4526026
http://www.wikidata.org/entity/Q4527400,Q4527400
http://www.wikidata.org/entity/Q4527745,Q4527745
http://www.wikidata.org/entity/Q4536666,Aleksandr Klavdianovič Jakimovič
http://www.wikidata.org/entity/Q4537825,Jan van der Waals
http://www.wikidata.org/entity/Q4580069,Hans Aall
http://www.wikidata.org/entity/Q4580856,Nic. Stang
http://www.wikidata.org/entity/Q4647866,A. Hyatt Mayor
http://www.wikidata.org/entity/Q4678924,Adam D. Weinberg
http://www.wikidata.org/entity/Q4683053,Q4683053
http://www.wikidata.org/entity/Q4684788,Adriaan van der Willigen
http://www.wikidata.org/entity/Q4684791,Adriaan van der Willigen Pz.
http://www.wikidata.org/entity/Q4684828,Q4684828
http://www.wikidata.org/entity/Q4685095,Adrian Heathfield
http://www.wikidata.org/entity/Q4685556,Adriano Alpago-Novello
http://www.wikidata.org/entity/Q694801,Karel Škorpil
http://www.wikidata.org/entity/Q694826,Tadeusz Zieliński
http://www.wikidata.org/entity/Q696075,Arnold Rüdlinger
http://www.wikidata.org/entity/Q696415,Arnold Tschira
http://www.wikidata.org/entity/Q696770,Arnold von Salis
http://www.wikidata.org/entity/Q700371,Henry Mayr-Harting
http://www.wikidata.org/entity/Q704230,John Beazley
http://www.wikidata.org/entity/Q707370,Pablo de Céspedes
http://www.wikidata.org/entity/Q708563,Emilio Cecchi
http://www.wikidata.org/entity/Q709195,Arthur Ewart Popham
http://www.wikidata.org/entity/Q709657,Léon Heuzey
http://www.wikidata.org/entity/Q710392,Arthur Liebert
http://www.wikidata.org/entity/Q711362,Alfred Barr
http://www.wikidata.org/entity/Q711379,Arthur Schneider
http://www.wikidata.org/entity/Q711666,Arthur Symons
http://www.wikidata.org/entity/Q711820,Louis Robert
http://www.wikidata.org/entity/Q714270,Zhang Yanyuan
http://www.wikidata.org/entity/Q714400,Giovanni Pietro Bellori
http://www.wikidata.org/entity/Q714796,Artur Rosenauer
http://www.wikidata.org/entity/Q715837,Huang Binhong
http://www.wikidata.org/entity/Q720216,Théodore Duret
http://www.wikidata.org/entity/Q721545,Ascanio Condivi
http://www.wikidata.org/entity/Q721704,Cesare Ripa
http://www.wikidata.org/entity/Q723358,Daniel Wildenstein
http://www.wikidata.org/entity/Q724346,Thomas Werner
http://www.wikidata.org/entity/Q725266,Joseph Archer Crowe
http://www.wikidata.org/entity/Q725302,István Réti
http://www.wikidata.org/entity/Q725605,Marcel Brion
http://www.wikidata.org/entity/Q725892,Pascal Coste
http://www.wikidata.org/entity/Q727393,Q727393
http://www.wikidata.org/entity/Q731430,Léonce Bénédite
http://www.wikidata.org/entity/Q733188,Gustave Lanson
http://www.wikidata.org/entity/Q733197,René Huyghe
http://www.wikidata.org/entity/Q733720,Michael Fried
http://www.wikidata.org/entity/Q733791,Osvald Sirén
http://www.wikidata.org/entity/Q736207,Louis Le Nain
http://www.wikidata.org/entity/Q740396,Václav Brožík
http://www.wikidata.org/entity/Q741130,Michael Baxandall
http://www.wikidata.org/entity/Q741185,Charles Waldstein
http://www.wikidata.org/entity/Q742371,Edmund Gosse
http://www.wikidata.org/entity/Q743184,Fyodor Buslaev
http://www.wikidata.org/entity/Q743651,Q743651
http://www.wikidata.org/entity/Q744352,Günther Grundmann
http://www.wikidata.org/entity/Q744488,Jules Champfleury
http://www.wikidata.org/entity/Q757837,Cornelis Hofstede de Groot
http://www.wikidata.org/entity/Q761050,August Christian Adolf Zestermann
http://www.wikidata.org/entity/Q761249,August Fink
http://www.wikidata.org/entity/Q761367,August Gebeßler
http://www.wikidata.org/entity/Q761499,August Grisebach
http://www.wikidata.org/entity/Q761911,August Hoff
http://www.wikidata.org/entity/Q762182,August Josef Ludwig von Wackerbarth
http://www.wikidata.org/entity/Q762586,August Köster
http://www.wikidata.org/entity/Q762753,August Liebmann Mayer
http://www.wikidata.org/entity/Q763461,August Preuner
http://www.wikidata.org/entity/Q763948,August Schörgendorfer
http://www.wikidata.org/entity/Q765005,August von Eye
http://www.wikidata.org/entity/Q766293,Auguste Choisy
http://www.wikidata.org/entity/Q767435,Jean Clair
http://www.wikidata.org/entity/Q767883,Joseph Gantner
http://www.wikidata.org/entity/Q768003,Joseph Eduard Wessely
http://www.wikidata.org/entity/Q769799,Stéphane Gsell
http://www.wikidata.org/entity/Q776990,Carlo Ridolfi
http://www.wikidata.org/entity/Q777649,Q777649
http://www.wikidata.org/entity/Q778445,Giulio Carlo Argan
http://www.wikidata.org/entity/Q779096,Enrico Panzacchi
http://www.wikidata.org/entity/Q781003,Aubin-Louis Millin de Grandmaison
http://www.wikidata.org/entity/Q782131,Q782131
http://www.wikidata.org/entity/Q782366,Hans Rookmaaker
http://www.wikidata.org/entity/Q785847,Langdon Warner
http://www.wikidata.org/entity/Q790076,Q790076
http://www.wikidata.org/entity/Q792122,Q792122
http://www.wikidata.org/entity/Q792196,Axel Hinrich Murken
http://www.wikidata.org/entity/Q792218,Axel Klausmeier
http://www.wikidata.org/entity/Q792451,Axel von Saldern
http://www.wikidata.org/entity/Q800058,Q800058
http://www.wikidata.org/entity/Q804835,Michael Bryan
http://www.wikidata.org/entity/Q809107,Barry Ulanov
http://www.wikidata.org/entity/Q809201,Bart Lootsma
http://www.wikidata.org/entity/Q809498,Giuseppe Bartolomeo Stoffella della Croce
http://www.wikidata.org/entity/Q813094,Beat Wismer
http://www.wikidata.org/entity/Q813096,Beat Wyss
http://www.wikidata.org/entity/Q816447,Ben Broos
http://www.wikidata.org/entity/Q816544,Ben Lewis
http://www.wikidata.org/entity/Q817915,Benno Eggert
http://www.wikidata.org/entity/Q817926,Benno Geiger
http://www.wikidata.org/entity/Q820959,Fausto Zevi
http://www.wikidata.org/entity/Q821664,Daniel Schlumberger
http://www.wikidata.org/entity/Q822586,Jean Charbonneaux
http://www.wikidata.org/entity/Q822676,Alessandro Della Seta
http://www.wikidata.org/entity/Q822687,Ivan Venedikov
http://www.wikidata.org/entity/Q822710,Bernard Smith
http://www.wikidata.org/entity/Q823013,Bernardo Quaranta
http://www.wikidata.org/entity/Q823418,Bernd Euler-Rolle
http://www.wikidata.org/entity/Q823550,Bernd Hakenjos
http://www.wikidata.org/entity/Q823783,Bernd Küster
http://www.wikidata.org/entity/Q823942,Bernd Nicolai
http://www.wikidata.org/entity/Q824357,Bernd Vollmar
http://www.wikidata.org/entity/Q824395,Semavi Eyice
http://www.wikidata.org/entity/Q824648,Q824648
http://www.wikidata.org/entity/Q825110,Bernhard Graf
http://www.wikidata.org/entity/Q2150678,Richard Stettiner
http://www.wikidata.org/entity/Q2151078,Richart Reiche
http://www.wikidata.org/entity/Q2153910,Louis Grondijs
http://www.wikidata.org/entity/Q2155795,Arthur Kingsley Porter
http://www.wikidata.org/entity/Q2155974,Q2155974
http://www.wikidata.org/entity/Q2156926,Robert Durrer
http://www.wikidata.org/entity/Q2158177,Robert Manuel Cook
http://www.wikidata.org/entity/Q2158404,Robert Oertel
http://www.wikidata.org/entity/Q2158750,Robert Scholz
http://www.wikidata.org/entity/Q2158888,Robert Stiassny
http://www.wikidata.org/entity/Q2159177,Robert Wenning
http://www.wikidata.org/entity/Q2159629,Roberto Zapperi
http://www.wikidata.org/entity/Q2160291,Rochus Kohlbach
http://www.wikidata.org/entity/Q2161688,Roger Fayet
http://www.wikidata.org/entity/Q2161713,Roger Goepper
http://www.wikidata.org/entity/Q2161780,Roger M. Buergel
http://www.wikidata.org/entity/Q2162677,Roland Bothner
http://www.wikidata.org/entity/Q2162830,Roland Kerschbaum
