woman,womanLabel
http://www.wikidata.org/entity/Q1825243,Lilly von Sauter
http://www.wikidata.org/entity/Q1827196,Lioba Theis
http://www.wikidata.org/entity/Q1827938,Liselotte Honigmann-Zinserling
http://www.wikidata.org/entity/Q1827960,Liselotte von Reinken
http://www.wikidata.org/entity/Q1872179,Q1872179
http://www.wikidata.org/entity/Q1873907,Q1873907
http://www.wikidata.org/entity/Q1894998,Margarete Kühn
http://www.wikidata.org/entity/Q1895197,Q1895197
http://www.wikidata.org/entity/Q1896435,Maria Zintz
http://www.wikidata.org/entity/Q1896774,Marianne Bergmann
http://www.wikidata.org/entity/Q1896937,Marianne Yaldız
http://www.wikidata.org/entity/Q1898259,Marina Linares
http://www.wikidata.org/entity/Q1899107,Marion Ackermann
http://www.wikidata.org/entity/Q1906339,Q1906339
http://www.wikidata.org/entity/Q4766415,Ann Goldstein
http://www.wikidata.org/entity/Q4767383,Anna Novakov
http://www.wikidata.org/entity/Q4768887,Anne Wilkes Tucker
http://www.wikidata.org/entity/Q4775366,Antje Graevenitz
http://www.wikidata.org/entity/Q4792169,Arlene Raven
http://www.wikidata.org/entity/Q4807309,Q4807309
http://www.wikidata.org/entity/Q4858789,Barbara Buhler Lynes
http://www.wikidata.org/entity/Q4858936,Barbara Guggenheim
http://www.wikidata.org/entity/Q4858967,Barbara Haskell
http://www.wikidata.org/entity/Q4859061,Q4859061
http://www.wikidata.org/entity/Q4860816,Isabella Henriette van Eeghen
http://www.wikidata.org/entity/Q4877206,Beatrice Warde
http://www.wikidata.org/entity/Q4893934,Q4893934
http://www.wikidata.org/entity/Q4898780,Q4898780
http://www.wikidata.org/entity/Q4938360,Erla Bergendahl Hohler
http://www.wikidata.org/entity/Q7422203,Q7422203
http://www.wikidata.org/entity/Q7489373,Sharada Srinivasan
http://www.wikidata.org/entity/Q7498689,Q7498689
http://www.wikidata.org/entity/Q7606374,Q7606374
http://www.wikidata.org/entity/Q7647612,Susan Bright
http://www.wikidata.org/entity/Q7647677,Susan Clay Sawitzky
http://www.wikidata.org/entity/Q7648517,Susan Weber Soros
http://www.wikidata.org/entity/Q7650776,Suzanne Blier
http://www.wikidata.org/entity/Q7650919,Q7650919
http://www.wikidata.org/entity/Q7681867,Tamsin Pickeral
http://www.wikidata.org/entity/Q7703690,Terrie Sultan
http://www.wikidata.org/entity/Q7799795,Thyrza Nichols Goodeve
http://www.wikidata.org/entity/Q7882150,Una Pope-Hennessy
http://www.wikidata.org/entity/Q7901244,Ursula Hoff
http://www.wikidata.org/entity/Q7924600,Vibha Tripathi
http://www.wikidata.org/entity/Q7925400,Vicki Goldberg
http://www.wikidata.org/entity/Q7927151,Victoria Wyatt
http://www.wikidata.org/entity/Q7934404,Virginia Mecklenburg
http://www.wikidata.org/entity/Q7943058,Ewa Mikina
http://www.wikidata.org/entity/Q7999783,Wijdan Ali
http://www.wikidata.org/entity/Q3081199,Francine Couture
http://www.wikidata.org/entity/Q3082130,Caroline de Westenholz
http://www.wikidata.org/entity/Q3086394,Françoise Bardon
http://www.wikidata.org/entity/Q3090396,Frédérique Villemur
http://www.wikidata.org/entity/Q3092285,Félicie d'Ayzac
http://www.wikidata.org/entity/Q3094092,Gabriella Rèpaci Courtois
http://www.wikidata.org/entity/Q3100605,Geneviève Bresc-Bautier
http://www.wikidata.org/entity/Q3103962,Gerarda Hermina Marius
http://www.wikidata.org/entity/Q3108719,Griselda Pollock
http://www.wikidata.org/entity/Q3130780,Ida Peelen
http://www.wikidata.org/entity/Q3153988,Q3153988
http://www.wikidata.org/entity/Q3154881,Isabelle Cahn
http://www.wikidata.org/entity/Q3157713,Jacqueline Duroc
http://www.wikidata.org/entity/Q3161978,Janine Bailly-Herzberg
http://www.wikidata.org/entity/Q3174708,Q3174708
http://www.wikidata.org/entity/Q3179580,Joan Evans
http://www.wikidata.org/entity/Q3189787,Juliette de La Genière
http://www.wikidata.org/entity/Q3218744,Laure Beaumont-Maillet
http://www.wikidata.org/entity/Q3218857,Laurence Bertrand Dorléac
http://www.wikidata.org/entity/Q3237486,Leïla el-Wakil
http://www.wikidata.org/entity/Q3265779,Lucienne Peiry
http://www.wikidata.org/entity/Q3269207,Lydia Harambourg
http://www.wikidata.org/entity/Q3269597,Q3269597
http://www.wikidata.org/entity/Q3275653,Madeleine Giteau
http://www.wikidata.org/entity/Q3290527,Margaret Whinney
http://www.wikidata.org/entity/Q3291813,Marie-Françoise Christout
http://www.wikidata.org/entity/Q3291933,Marie-Jo Bonnet
http://www.wikidata.org/entity/Q3302913,Maya Widmaier-Picasso
http://www.wikidata.org/entity/Q3320720,Monica Preti-Hamard
http://www.wikidata.org/entity/Q3320807,Monique Brunet
http://www.wikidata.org/entity/Q3320889,Monique Mosser
http://www.wikidata.org/entity/Q3336543,Nathalie Bondil
http://www.wikidata.org/entity/Q3339592,Q3339592
http://www.wikidata.org/entity/Q3367652,Pascale Ballet
http://www.wikidata.org/entity/Q3369126,Q3369126
http://www.wikidata.org/entity/Q3369138,Patricia Plattner
http://www.wikidata.org/entity/Q3372576,Paule Amblard
http://www.wikidata.org/entity/Q3374798,Penny Sparke
http://www.wikidata.org/entity/Q3416215,Q3416215
http://www.wikidata.org/entity/Q3417912,Raissa Calza
http://www.wikidata.org/entity/Q3423828,Reina Lewis
http://www.wikidata.org/entity/Q3425971,Françoise Henry
http://www.wikidata.org/entity/Q3442257,Rosamond Bernier
http://www.wikidata.org/entity/Q12338184,Q12338184
http://www.wikidata.org/entity/Q12346787,Q12346787
http://www.wikidata.org/entity/Q12353344,Q12353344
http://www.wikidata.org/entity/Q12359307,Anneli Randla
http://www.wikidata.org/entity/Q12359456,Q12359456
http://www.wikidata.org/entity/Q12362511,Evi Pihlak
http://www.wikidata.org/entity/Q12362612,Fideelia-Signe Roots
http://www.wikidata.org/entity/Q12363571,Heini Paas
http://www.wikidata.org/entity/Q12363750,Helli Sisask
http://www.wikidata.org/entity/Q12363770,Helmi Üprus
http://www.wikidata.org/entity/Q12364549,Inge Teder
http://www.wikidata.org/entity/Q12365974,Q12365974
http://www.wikidata.org/entity/Q12366616,Q12366616
http://www.wikidata.org/entity/Q12367554,Krista Kodres
http://www.wikidata.org/entity/Q12368809,Linda Alekõrs
http://www.wikidata.org/entity/Q12369747,Mari Nõmmela
http://www.wikidata.org/entity/Q12369792,Marika Valk
http://www.wikidata.org/entity/Q12370383,Mirjam Peil
http://www.wikidata.org/entity/Q12376872,Tiina Abel
http://www.wikidata.org/entity/Q12376873,Tiina-Mall Kreem
http://www.wikidata.org/entity/Q12376888,Tiina Pikamäe
http://www.wikidata.org/entity/Q12378523,Veste Paas
http://www.wikidata.org/entity/Q12390003,Q12390003
http://www.wikidata.org/entity/Q12404954,Q12404954
http://www.wikidata.org/entity/Q12548063,Q12548063
http://www.wikidata.org/entity/Q12633025,Q12633025
http://www.wikidata.org/entity/Q12633289,Q12633289
http://www.wikidata.org/entity/Q12635404,Q12635404
http://www.wikidata.org/entity/Q12639634,Q12639634
http://www.wikidata.org/entity/Q12646046,Q12646046
http://www.wikidata.org/entity/Q12647304,Q12647304
http://www.wikidata.org/entity/Q12647446,Q12647446
http://www.wikidata.org/entity/Q12647495,Q12647495
http://www.wikidata.org/entity/Q12653857,Q12653857
http://www.wikidata.org/entity/Q12654009,Q12654009
http://www.wikidata.org/entity/Q12655252,Q12655252
http://www.wikidata.org/entity/Q12655402,Q12655402
http://www.wikidata.org/entity/Q12655850,Q12655850
http://www.wikidata.org/entity/Q12656381,Q12656381
http://www.wikidata.org/entity/Q12656853,Irena Kostkevičiūtė
http://www.wikidata.org/entity/Q12657566,Q12657566
http://www.wikidata.org/entity/Q12660113,Q12660113
http://www.wikidata.org/entity/Q12662290,Q12662290
http://www.wikidata.org/entity/Q12663522,Q12663522
http://www.wikidata.org/entity/Q12663720,Q12663720
http://www.wikidata.org/entity/Q12663854,Q12663854
http://www.wikidata.org/entity/Q12664479,Q12664479
http://www.wikidata.org/entity/Q12666879,Q12666879
http://www.wikidata.org/entity/Q12670844,Q12670844
http://www.wikidata.org/entity/Q12676413,Q12676413
http://www.wikidata.org/entity/Q12727512,Eleonora Costescu
http://www.wikidata.org/entity/Q12755352,Q12755352
http://www.wikidata.org/entity/Q12765590,Q12765590
http://www.wikidata.org/entity/Q12767799,Jana Bodnárová
http://www.wikidata.org/entity/Q12772327,Q12772327
http://www.wikidata.org/entity/Q12775697,Rút Lichnerová
http://www.wikidata.org/entity/Q12780868,Q12780868
http://www.wikidata.org/entity/Q12784503,Q12784503
http://www.wikidata.org/entity/Q12784692,Anica Cevc
http://www.wikidata.org/entity/Q12791437,Irena Avsenik Nabergoj
http://www.wikidata.org/entity/Q12791448,Irene Mislej
http://www.wikidata.org/entity/Q12792347,Jelka Pirkovič
http://www.wikidata.org/entity/Q12795454,Maja Žvanut
http://www.wikidata.org/entity/Q12797000,Q12797000
http://www.wikidata.org/entity/Q12797002,Q12797002
http://www.wikidata.org/entity/Q12797239,Q12797239
http://www.wikidata.org/entity/Q12803152,Sonja Žitko
http://www.wikidata.org/entity/Q12807298,Špelca Čopič
http://www.wikidata.org/entity/Q12807367,Q12807367
http://www.wikidata.org/entity/Q18643042,Q18643042
http://www.wikidata.org/entity/Q18643071,Q18643071
http://www.wikidata.org/entity/Q18643080,Q18643080
http://www.wikidata.org/entity/Q18643116,Q18643116
http://www.wikidata.org/entity/Q18647817,Q18647817
http://www.wikidata.org/entity/Q18667040,Elizabeth Gilmore Holt
http://www.wikidata.org/entity/Q18669867,Eva Roth Heege
http://www.wikidata.org/entity/Q18679687,Annette Tietenberg
http://www.wikidata.org/entity/Q18684282,Franziska Nori
http://www.wikidata.org/entity/Q18738721,Leonore Davidoff
http://www.wikidata.org/entity/Q18738828,Q18738828
http://www.wikidata.org/entity/Q18746943,Ina Busch
http://www.wikidata.org/entity/Q18747865,Q18747865
http://www.wikidata.org/entity/Q18753002,Ülle Kruus
http://www.wikidata.org/entity/Q18857513,Frima Fox Hofrichter
http://www.wikidata.org/entity/Q18908008,Q18908008
http://www.wikidata.org/entity/Q18910807,Georgiana King
http://www.wikidata.org/entity/Q18916709,Elisabeth Alexandra Moortgat
http://www.wikidata.org/entity/Q18916912,Q18916912
http://www.wikidata.org/entity/Q18923262,Claudia Müller-Ebeling
http://www.wikidata.org/entity/Q18934829,Alessandra Comini
http://www.wikidata.org/entity/Q18934832,Aleida Betsy Terpstra
http://www.wikidata.org/entity/Q18934849,Ann Sutherland Harris
http://www.wikidata.org/entity/Q18934864,Q18934864
http://www.wikidata.org/entity/Q18934883,Q18934883
http://www.wikidata.org/entity/Q18934916,Q18934916
http://www.wikidata.org/entity/Q18934933,Q18934933
http://www.wikidata.org/entity/Q18935002,Q18935002
http://www.wikidata.org/entity/Q18935029,Q18935029
http://www.wikidata.org/entity/Q18935097,Linda Murray
http://www.wikidata.org/entity/Q18935101,Q18935101
http://www.wikidata.org/entity/Q18935109,Marcia B. Hall
http://www.wikidata.org/entity/Q18935132,Myrtilla Avery
http://www.wikidata.org/entity/Q18935152,Phyllis Pray Bober
http://www.wikidata.org/entity/Q18935159,Roswitha Mattausch
http://www.wikidata.org/entity/Q18935177,Q18935177
http://www.wikidata.org/entity/Q18935199,Q18935199
http://www.wikidata.org/entity/Q18957753,Lise Lotte Möller
http://www.wikidata.org/entity/Q19060785,Q19060785
http://www.wikidata.org/entity/Q19259059,Alste Horn-Oncken
http://www.wikidata.org/entity/Q19267160,Alina Șerban
http://www.wikidata.org/entity/Q19267627,Q19267627
http://www.wikidata.org/entity/Q19268953,Q19268953
http://www.wikidata.org/entity/Q19274637,Barbara Straka
http://www.wikidata.org/entity/Q19276262,Bénédicte Savoy
http://www.wikidata.org/entity/Q19276610,Q19276610
http://www.wikidata.org/entity/Q19279044,Eleni Bastea
http://www.wikidata.org/entity/Q19285589,Hiltrud Westermann-Angerhausen
http://www.wikidata.org/entity/Q19290129,Q19290129
http://www.wikidata.org/entity/Q19290967,Francesca Español i Bertran
http://www.wikidata.org/entity/Q19301084,Q19301084
http://www.wikidata.org/entity/Q19301170,Menene Gras Balaguer
http://www.wikidata.org/entity/Q19301596,Pilar Garcia Sedas
http://www.wikidata.org/entity/Q19301785,Rosa Maria Subirana Rebull
http://www.wikidata.org/entity/Q19311781,Wiltrud Topić-Mersmann
http://www.wikidata.org/entity/Q19335429,Carola Hicks
http://www.wikidata.org/entity/Q19357711,Liliane Brion-Guerry
http://www.wikidata.org/entity/Q19358108,Silvia Danesi Squarzina
http://www.wikidata.org/entity/Q19365767,Emilia Zinzi
http://www.wikidata.org/entity/Q19378211,Kristin B. Aavitsland
http://www.wikidata.org/entity/Q19502261,Evelyn Brockhoff
http://www.wikidata.org/entity/Q19513716,Saskia Bos
http://www.wikidata.org/entity/Q19514315,Els Kloek
http://www.wikidata.org/entity/Q19519870,Q19519870
http://www.wikidata.org/entity/Q19546794,Mary Garrard
http://www.wikidata.org/entity/Q19560225,Q19560225
http://www.wikidata.org/entity/Q19561827,Cecilia Brunson
http://www.wikidata.org/entity/Q19568969,Ruth Phillips
http://www.wikidata.org/entity/Q19575234,Karen Archey
http://www.wikidata.org/entity/Q19587596,Eva Wittocx
http://www.wikidata.org/entity/Q19588377,Lisa Wainwright
http://www.wikidata.org/entity/Q19609712,Judith M. Bennett
http://www.wikidata.org/entity/Q19613430,Anne Hagopian
http://www.wikidata.org/entity/Q19619048,Q19619048
http://www.wikidata.org/entity/Q19631311,Sophie Jugie
http://www.wikidata.org/entity/Q19652437,Edith Standen
http://www.wikidata.org/entity/Q19655180,Q19655180
http://www.wikidata.org/entity/Q19660271,Suzanne Cotter
http://www.wikidata.org/entity/Q19664972,Q19664972
http://www.wikidata.org/entity/Q19665647,Catrien Santing
http://www.wikidata.org/entity/Q19665977,Michelle Facos
http://www.wikidata.org/entity/Q19666872,Q19666872
http://www.wikidata.org/entity/Q19666883,Christine Leo Roussel
http://www.wikidata.org/entity/Q19694573,Q19694573
http://www.wikidata.org/entity/Q19697945,Q19697945
http://www.wikidata.org/entity/Q19702727,Q19702727
http://www.wikidata.org/entity/Q19722037,María del Carmen Lacarra Ducay
http://www.wikidata.org/entity/Q19753761,Alice Mühsam
http://www.wikidata.org/entity/Q19753767,Q19753767
http://www.wikidata.org/entity/Q19753813,Dora Jane Janson
http://www.wikidata.org/entity/Q19753815,Dorothy Stroud
http://www.wikidata.org/entity/Q19753829,Elisabeth Neurdenburg
http://www.wikidata.org/entity/Q19753830,Elizabeth Denio
http://www.wikidata.org/entity/Q19753856,Frances Jones
http://www.wikidata.org/entity/Q19753858,Q19753858
http://www.wikidata.org/entity/Q19753868,Frida Schottmuller
http://www.wikidata.org/entity/Q19753887,Gertrude Coor Achenbach
http://www.wikidata.org/entity/Q19753909,Helen Woodruff
http://www.wikidata.org/entity/Q19753926,Hilde Kurz
http://www.wikidata.org/entity/Q19753936,Jacqueline Lafontaine-Dosogne
http://www.wikidata.org/entity/Q16453038,Q16453038
http://www.wikidata.org/entity/Q16453461,Q16453461
http://www.wikidata.org/entity/Q16454710,Q16454710
http://www.wikidata.org/entity/Q16457951,Q16457951
http://www.wikidata.org/entity/Q16470772,Q16470772
http://www.wikidata.org/entity/Q16470816,Q16470816
http://www.wikidata.org/entity/Q16471792,Q16471792
http://www.wikidata.org/entity/Q16499808,Q16499808
http://www.wikidata.org/entity/Q16499857,Amanda Vaill
http://www.wikidata.org/entity/Q16499861,Q16499861
http://www.wikidata.org/entity/Q16508810,Ingrid Möller
http://www.wikidata.org/entity/Q16514924,Q16514924
http://www.wikidata.org/entity/Q16514996,Q16514996
http://www.wikidata.org/entity/Q16516962,Q16516962
http://www.wikidata.org/entity/Q16526763,Q16526763
http://www.wikidata.org/entity/Q16531479,Barbara Dąb-Kalinowska
http://www.wikidata.org/entity/Q16537250,Carlotta Nobile
http://www.wikidata.org/entity/Q16538899,Q16538899
http://www.wikidata.org/entity/Q16543502,Elżbieta Kal
http://www.wikidata.org/entity/Q16551512,Elda Cerchiari Necchi
http://www.wikidata.org/entity/Q16563312,Q16563312
http://www.wikidata.org/entity/Q16566795,Klementyna Żurowska
http://www.wikidata.org/entity/Q16591435,Q16591435
http://www.wikidata.org/entity/Q16594773,Q16594773
http://www.wikidata.org/entity/Q16594949,Eli Greve
http://www.wikidata.org/entity/Q16595401,Q16595401
http://www.wikidata.org/entity/Q16631984,Emmanuelle Polack
http://www.wikidata.org/entity/Q16637185,Françoise Barbe-Gall
http://www.wikidata.org/entity/Q16645705,Jennifer Couëlle
http://www.wikidata.org/entity/Q16669836,Q16669836
http://www.wikidata.org/entity/Q16671688,Q16671688
http://www.wikidata.org/entity/Q16686113,Q16686113
http://www.wikidata.org/entity/Q16689672,Q16689672
http://www.wikidata.org/entity/Q16697038,Q16697038
http://www.wikidata.org/entity/Q16700570,Q16700570
http://www.wikidata.org/entity/Q16723417,Q16723417
http://www.wikidata.org/entity/Q16727453,Judith Benhamou-Huet
http://www.wikidata.org/entity/Q16728152,Tricia Collins
http://www.wikidata.org/entity/Q16728948,Q16728948
http://www.wikidata.org/entity/Q16729018,Ellen Fleurov
http://www.wikidata.org/entity/Q16729179,Tamar Garb
http://www.wikidata.org/entity/Q16729887,Michael Ann Holly
http://www.wikidata.org/entity/Q16731162,Dalit Lahav-Durst
http://www.wikidata.org/entity/Q16736521,Jonieke van Es
http://www.wikidata.org/entity/Q16739252,Ortrud Westheider
http://www.wikidata.org/entity/Q16741564,Hildegard Reinhardt
http://www.wikidata.org/entity/Q16745191,Rosemarie Haag Bletter
http://www.wikidata.org/entity/Q16856467,Isabelle Errera
http://www.wikidata.org/entity/Q16858155,Fanny Bury Palliser
http://www.wikidata.org/entity/Q16861527,Constance Jocelyn Ffoulkes
http://www.wikidata.org/entity/Q16887737,Suzanne Pagé
http://www.wikidata.org/entity/Q16890303,Leopoldine Springschitz
http://www.wikidata.org/entity/Q16898785,Q16898785
http://www.wikidata.org/entity/Q16910394,Irina Yazykova
http://www.wikidata.org/entity/Q16915552,Marta Kuzma
http://www.wikidata.org/entity/Q16926160,Gail Levin
http://www.wikidata.org/entity/Q16938108,Q16938108
http://www.wikidata.org/entity/Q16940796,Q16940796
http://www.wikidata.org/entity/Q16943438,Pilar Parcerisas i Colomer
http://www.wikidata.org/entity/Q16946430,Q16946430
http://www.wikidata.org/entity/Q16972788,Paula Harper
http://www.wikidata.org/entity/Q16972870,Helen Molesworth
http://www.wikidata.org/entity/Q16976087,Ann Temkin
http://www.wikidata.org/entity/Q16976525,Maryna Poroschenko
http://www.wikidata.org/entity/Q16976889,Rosa Maria Malet i Ybern
http://www.wikidata.org/entity/Q16980093,Agnes Mongan
http://www.wikidata.org/entity/Q16982833,Lori Verderame
http://www.wikidata.org/entity/Q16984173,Q16984173
http://www.wikidata.org/entity/Q16992392,Elizabeth Broun
http://www.wikidata.org/entity/Q16997408,Mary Woodall
http://www.wikidata.org/entity/Q17010617,Christine Ross
http://www.wikidata.org/entity/Q17015865,Irit Rogoff
http://www.wikidata.org/entity/Q17036709,Rosa Pera
http://www.wikidata.org/entity/Q17037105,Maria Rosa Vives Piqué
http://www.wikidata.org/entity/Q17044837,Raquel-Ruth Lacuesta Contreras
http://www.wikidata.org/entity/Q17044859,Q17044859
http://www.wikidata.org/entity/Q17044915,Q17044915
http://www.wikidata.org/entity/Q17094134,Q17094134
http://www.wikidata.org/entity/Q17096534,Sidsel Helliesen
http://www.wikidata.org/entity/Q17096761,Q17096761
http://www.wikidata.org/entity/Q17099617,Q17099617
http://www.wikidata.org/entity/Q17100817,Marit Lange
http://www.wikidata.org/entity/Q17105779,Nora Ceciliedatter Nerdrum
http://www.wikidata.org/entity/Q17123076,Eva Winter
http://www.wikidata.org/entity/Q17126725,Valentina Vlasic
http://www.wikidata.org/entity/Q17146061,Patricia Turner
http://www.wikidata.org/entity/Q17156036,Signe Horn Fuglesang
http://www.wikidata.org/entity/Q17160583,Q17160583
http://www.wikidata.org/entity/Q17194371,Silvia Eiblmayr
http://www.wikidata.org/entity/Q17198391,Cindy Nemser
http://www.wikidata.org/entity/Q17222612,Q17222612
http://www.wikidata.org/entity/Q17262309,Q17262309
http://www.wikidata.org/entity/Q17265557,Gabriele Werner
http://www.wikidata.org/entity/Q17265576,Monika Wagner
http://www.wikidata.org/entity/Q17277680,Q17277680
http://www.wikidata.org/entity/Q20090575,Colleen Denney
http://www.wikidata.org/entity/Q20164708,Johanna Lenz
http://www.wikidata.org/entity/Q20202855,Q20202855
http://www.wikidata.org/entity/Q20241059,Florence Rionnet
http://www.wikidata.org/entity/Q20242877,Susanne Pfeffer
http://www.wikidata.org/entity/Q20252882,Q20252882
http://www.wikidata.org/entity/Q20428183,Q20428183
http://www.wikidata.org/entity/Q20436718,Q20436718
http://www.wikidata.org/entity/Q20437162,Q20437162
http://www.wikidata.org/entity/Q20437175,Q20437175
http://www.wikidata.org/entity/Q20437241,Q20437241
http://www.wikidata.org/entity/Q20437592,Q20437592
http://www.wikidata.org/entity/Q20481237,Q20481237
http://www.wikidata.org/entity/Q20492711,Soledad De Silva y Verástegui
http://www.wikidata.org/entity/Q20508280,Q20508280
http://www.wikidata.org/entity/Q20509671,Q20509671
http://www.wikidata.org/entity/Q20512610,Q20512610
http://www.wikidata.org/entity/Q20513356,Q20513356
http://www.wikidata.org/entity/Q20528922,Q20528922
http://www.wikidata.org/entity/Q20609341,Q20609341
http://www.wikidata.org/entity/Q20630876,Q20630876
http://www.wikidata.org/entity/Q20638799,Q20638799
http://www.wikidata.org/entity/Q20640124,Ewa Balicka-Witakowska
http://www.wikidata.org/entity/Q20640127,Q20640127
http://www.wikidata.org/entity/Q20640178,Q20640178
http://www.wikidata.org/entity/Q20640219,Q20640219
http://www.wikidata.org/entity/Q20650211,Q20650211
http://www.wikidata.org/entity/Q20675490,Alice Van Vechten Brown
http://www.wikidata.org/entity/Q20675706,Sidra Stich
http://www.wikidata.org/entity/Q20736800,Q20736800
http://www.wikidata.org/entity/Q20737115,Q20737115
http://www.wikidata.org/entity/Q20740610,Rosalyn Baxandall
http://www.wikidata.org/entity/Q20742104,Q20742104
http://www.wikidata.org/entity/Q20751999,Elke aus dem Moore
http://www.wikidata.org/entity/Q20752176,Karin Leonhard
http://www.wikidata.org/entity/Q20858062,Lisa Small
http://www.wikidata.org/entity/Q20858338,Elizabeth A. T. Smith
http://www.wikidata.org/entity/Q20859586,Q20859586
http://www.wikidata.org/entity/Q20875378,Q20875378
http://www.wikidata.org/entity/Q20933523,Q20933523
http://www.wikidata.org/entity/Q20948745,Rosella Vodret
http://www.wikidata.org/entity/Q20962867,Jennifer Montagu
http://www.wikidata.org/entity/Q20973781,Ursula Zeller
http://www.wikidata.org/entity/Q20984256,Q20984256
http://www.wikidata.org/entity/Q20984375,Q20984375
http://www.wikidata.org/entity/Q21019983,Q21019983
http://www.wikidata.org/entity/Q21020200,Q21020200
http://www.wikidata.org/entity/Q21043242,Marie-Thérèse Gousset
http://www.wikidata.org/entity/Q21088051,Q21088051
http://www.wikidata.org/entity/Q21100003,Q21100003
http://www.wikidata.org/entity/Q21104221,Q21104221
http://www.wikidata.org/entity/Q21126881,Q21126881
http://www.wikidata.org/entity/Q21176228,Annette Michelson
http://www.wikidata.org/entity/Q21196711,Liana Bortolon
http://www.wikidata.org/entity/Q21208278,Q21208278
http://www.wikidata.org/entity/Q21208938,Marina Pizziolo
http://www.wikidata.org/entity/Q21253364,Q21253364
http://www.wikidata.org/entity/Q21253842,Q21253842
http://www.wikidata.org/entity/Q21255351,Q21255351
http://www.wikidata.org/entity/Q21255433,Q21255433
http://www.wikidata.org/entity/Q21264063,Q21264063
http://www.wikidata.org/entity/Q21264219,Q21264219
http://www.wikidata.org/entity/Q21264317,Q21264317
http://www.wikidata.org/entity/Q21264725,Steffi Roettgen
http://www.wikidata.org/entity/Q21334150,Elizabeth Williams
http://www.wikidata.org/entity/Q21467055,Tseng Yu-ho
http://www.wikidata.org/entity/Q21467301,Q21467301
http://www.wikidata.org/entity/Q21486244,Karin von Maur
http://www.wikidata.org/entity/Q21492891,Marina Schneede
http://www.wikidata.org/entity/Q21497333,Q21497333
http://www.wikidata.org/entity/Q21502407,Q21502407
http://www.wikidata.org/entity/Q21524629,Q21524629
http://www.wikidata.org/entity/Q21542087,Paola Manchinu
http://www.wikidata.org/entity/Q21551925,Annie Nicolette Zadoks-Josephus Jitta
http://www.wikidata.org/entity/Q21557283,Q21557283
http://www.wikidata.org/entity/Q21573437,Q21573437
http://www.wikidata.org/entity/Q21580467,Q21580467
http://www.wikidata.org/entity/Q21598196,Q21598196
http://www.wikidata.org/entity/Q21638387,Q21638387
http://www.wikidata.org/entity/Q21638729,Q21638729
http://www.wikidata.org/entity/Q21639933,Irène Semenoff-Tian-Chansky-Baïdine
http://www.wikidata.org/entity/Q21644214,Q21644214
http://www.wikidata.org/entity/Q21664694,Q21664694
http://www.wikidata.org/entity/Q21685202,Marion Roehmer
http://www.wikidata.org/entity/Q21697448,Q21697448
http://www.wikidata.org/entity/Q21791506,Catherine Arminjon
http://www.wikidata.org/entity/Q21849215,Luisa Becherucci
http://www.wikidata.org/entity/Q21856750,Q21856750
http://www.wikidata.org/entity/Q21936841,Dana Stehlíková
http://www.wikidata.org/entity/Q21969225,Dela von Boeselager
http://www.wikidata.org/entity/Q21977701,Mela Escherich
http://www.wikidata.org/entity/Q21993922,Anna Masaryková
http://www.wikidata.org/entity/Q22008891,Q22008891
http://www.wikidata.org/entity/Q22063736,Marie Lødrup Bang
http://www.wikidata.org/entity/Q22073687,Q22073687
http://www.wikidata.org/entity/Q22087274,Laura-Jane Foley
http://www.wikidata.org/entity/Q22095848,Q22095848
http://www.wikidata.org/entity/Q22097151,Q22097151
http://www.wikidata.org/entity/Q22114972,Q22114972
http://www.wikidata.org/entity/Q22114991,Q22114991
http://www.wikidata.org/entity/Q19754010,Lili Frohlich-Bume
http://www.wikidata.org/entity/Q19754018,Louise Marie Richter
http://www.wikidata.org/entity/Q19754028,Q19754028
http://www.wikidata.org/entity/Q19754030,Q19754030
http://www.wikidata.org/entity/Q19754040,Maud Cruttwell
http://www.wikidata.org/entity/Q19754050,Nicole Dacos
http://www.wikidata.org/entity/Q19754060,Paola Barocchi
http://www.wikidata.org/entity/Q19754078,Q19754078
http://www.wikidata.org/entity/Q19754114,Q19754114
http://www.wikidata.org/entity/Q19754119,Q19754119
http://www.wikidata.org/entity/Q19754126,Una Johnson
http://www.wikidata.org/entity/Q19766218,Q19766218
http://www.wikidata.org/entity/Q19766223,Betty Kurth
http://www.wikidata.org/entity/Q19766231,Eleanor Tufts
http://www.wikidata.org/entity/Q19766238,Q19766238
http://www.wikidata.org/entity/Q19766250,Q19766250
http://www.wikidata.org/entity/Q19766279,Victorine Hefting
http://www.wikidata.org/entity/Q19800680,Q19800680
http://www.wikidata.org/entity/Q19802847,Q19802847
http://www.wikidata.org/entity/Q19835489,Birgit Kümmel
http://www.wikidata.org/entity/Q19835760,Brigitte Franzen
http://www.wikidata.org/entity/Q19862205,Q19862205
http://www.wikidata.org/entity/Q19865637,Q19865637
http://www.wikidata.org/entity/Q19866706,Q19866706
http://www.wikidata.org/entity/Q19867397,Q19867397
http://www.wikidata.org/entity/Q19877093,Alexandra Munroe
http://www.wikidata.org/entity/Q19877704,Carol H. Beck
http://www.wikidata.org/entity/Q19879403,Q19879403
http://www.wikidata.org/entity/Q19888082,Q19888082
http://www.wikidata.org/entity/Q19907748,Q19907748
http://www.wikidata.org/entity/Q19908865,Viktorina Petrosyants
http://www.wikidata.org/entity/Q19908885,Q19908885
http://www.wikidata.org/entity/Q19909240,Q19909240
http://www.wikidata.org/entity/Q19916044,Q19916044
http://www.wikidata.org/entity/Q19918147,Q19918147
